14.705752	17.825154	clipping
36.286920	37.814790	clipping
39.788289	40.870531	clipping
41.188837	42.207417	clipping
50.419720	53.666445	clipping
61.082982	61.687764	clipping
63.565771	64.520690	clipping
64.870827	65.475609	clipping
65.889407	66.207714	clipping
67.926568	68.404027	clipping
69.613591	70.122881	clipping
70.504849	72.414687	clipping
77.157451	77.571249	clipping
79.576579	80.117700	clipping
81.741062	82.982457	clipping
